"name","code","price","measurement","use_for","years_of_circulation","category","space","location","forsalewhat","introduction","score","suggest","location_advantage","climate","related_support","land","status"
"滁州来安县500亩水田出租滁州来安400-500亩精品水田，平整连片，全水泥路到田边，田两测就是滁州两大河，来河和滁河，水源绝对不用烦，三相电全部接通，绝对精品中的精品","土地编码：83055 更新时间：2018-10-21 21:22:12 219 次查看","750","元/亩/年","耕地|水田","8 年","出租","500 亩","安徽/滁州/来安县","水稻 莲藕 茭白 稻田养虾","滁州来安400-500亩精品水田，平整连片，全水泥路到田边，田两测就是滁州两大河，来河和滁河，水源绝对不用烦，三相电全部接通，绝对精品中的精品，最主要的就是现在就可以签合同，老板们还不行动起来","84.01","经济作物种植、水稻种植、休闲农业","良","良","一般","良","良"
"滁州来安县200亩水产养殖用地出租 租金年付 排灌非常方便 水电路三通","土地编码：106323 更新时间：2018-10-21 21:22:12 103 次查看","500","元/亩/年","养殖用地|水产养殖用地","10 年","出租","200 亩","安徽/滁州/来安县","鱼 龙虾 对虾 河蟹 牛蛙","靠近柏油路 离河道很近 上水非常方便 上水只收电费 住房六间\xa0 适合养殖龙虾 对虾 基围虾 螃蟹 精养鱼\xa0","86.66","水产养殖、牲畜饲养、休闲农业","良","良","良","一般","优"
"昆明西山区1亩水浇地转让","土地编码：107492 更新时间：2018-10-21 21:20:42 4 次查看","28","万元","耕地|水浇地","10 年","转让","1 亩","云南/昆明/西山区","","该土地位于云南昆明，土地性质为耕地，面积：1亩，价格为：28万元，可流转10年；","76.93","经济作物种植、粮油种植、休闲农业","一般","优","一般","一般","一般"
"运城稷山县50亩水浇地出租","土地编码：107510 更新时间：2018-10-21 21:10:59 1 次查看","400","元/亩/年","耕地|水浇地","3 年","出租","50 亩","山西/运城/稷山县","玉米 小麦","50亩水浇地出租，交通方便","82.04","经济作物种植、粮油种植、休闲农业","良","良","一般","一般","优"
"运城稷山县100亩水浇地出租","土地编码：107508 更新时间：2018-10-21 20:55:04 2 次查看","450","元/亩/年","耕地|水浇地","3 年","出租","100 亩","山西/运城/稷山县","玉米 小麦","100亩水浇的出租，交通方便。","82.04","经济作物种植、粮油种植、休闲农业","良","良","一般","一般","优"
"滁州南谯区革命纪念基地旁240亩生态园转让 证件齐全 接手就可运营","土地编码：51343 更新时间：2018-10-21 20:54:40 1463 次查看","450","万元","商业及住宅|综合用地","16 年","转让","152 平米","安徽/滁州/南谯区","","红色旅游景点有高速出口政府确定修水泥路水库80亩36年使用权林地152亩16年使用权林地有三角衫7万多棵楠树桂花等等四万多棵一起有11多万棵有营业执照餐饮住宿养殖种植垂钓一体","","","","","","",""
"滁州全椒县QF01-350亩山林地转让  面对水库 风景秀丽 前有照后有靠 风水宝地 可做家庭农场或农业休闲","土地编码：53205 更新时间：2018-10-21 20:54:40 1062 次查看","100","万元","林地|有林地","16 年","转让","350 亩","安徽/滁州/全椒县","杉树","","84.21","经济作物种植、林木种植、休闲农业","良","良","一般","一般","优"
"滁州全椒县QF02-600亩水库转让 可投料喂养 交通方便  水电都已接通","土地编码：53388 更新时间：2018-10-21 20:54:40 1580 次查看","260","万元","水域|水库","25 年","转让","600 亩","安徽/滁州/全椒县","","一次性转让或先付一百万。","83.35","水产养殖、休闲农业、生态农场","良","良","良","良","一般"
"滁州南谯区400亩畜牧养殖用地出租 年租金4.5W 转让费50万 通电通路通宽带","土地编码：103997 更新时间：2018-10-21 20:54:40 382 次查看","120","元/亩/年","养殖用地|畜牧养殖用地","20 年","出租","400 亩","安徽/滁州/南谯区","猪 鸡 马 兔 鸭 鹅 山羊 奶牛","","85.11","牲畜饲养、休闲农业、生态农场","一般","良","一般","良","优"
"滁州  南谯区 7000平米 商业用地 转让","土地编码：50096 更新时间：2018-10-21 20:54:39 2010 次查看","8","万元","商业及住宅|商业用地","50 年","转让","7000 平米","安徽/滁州/南谯区","","在滁州南進区有一所占地约10多亩左右的农村闲置的小学校对外转让，价格考察后面谈协商，现成有十几间校舍任你处置，适合办厂，养老度假休闲，感兴趣者请联系","","","","","","",""
"来安县7亩（建设用地）转让","土地编码：84578 更新时间：2018-10-21 20:54:39 277 次查看","49","万元","工矿仓储|工业用地","5 年","转让","7 亩","安徽/滁州/来安县","","来安7亩建设用地对外转让也可以出租，转让的话7万一亩，租的话5万一年，交通特别方便7米宽的水泥路，外加3间住房。老板是一次性买断的，有建设用地的批文。可以搞小型工厂，看中的打电话咨询。","","","","","","",""
"滁州  全椒县 120亩 果园 转让","土地编码：97245 更新时间：2018-10-21 20:54:39 168 次查看","55","万元","园地|果园","8 年","转让","120 亩","安徽/滁州/全椒县","桃子 樱桃 葡萄 火龙果 枸杞 梨 猕猴桃 无花果 柿子 柚子","全椒城边有120亩育苗地转让，有桂花，红叶李\u200c\u200c等，二十万余棵。离高速路口.和高铁站6公里大小车能进口.另有20多间库房.二台货车九年地租一起打包55万元.","83.71","经济作物种植、林木种植、休闲农业","良","良","一般","一般","优"
"定远县有3350亩优质靠特大型水库边水旱两用田出租","土地编码：50376 更新时间：2018-10-21 20:53:21 749 次查看","500","元/亩/年","耕地|水浇地","10 年","出租","3350 亩","安徽/滁州/定远县","葵花 秋葵 小麦 花生 红薯 油菜 白菜 马铃薯 荞麦 油用牡丹","一片水旱两用稻田3400亩左右现对外发包，租金500元，一季一付，无压力，该片紧靠一库有几万亩水面的特大型水库边，水源丰富有保障，旱涝保收，不仅可以种稻麦二季，更适合搞有机绿色农业项目，如稻虾，稻鱼，稻鸭，稻蛙等综合种养项目，也可搞药材种植，可立项，立项可获得国家扶贫补帖款政策，县，镇，村政府出面协助立项，补帖抵租金足够有余，感兴趣者请前来考察","90.96","经济作物种植、粮油种植、休闲农业","良","良","良","优","优"
"滁州  全椒县 400亩 水浇地 出租","土地编码：53403 更新时间：2018-10-21 20:53:21 2315 次查看","360","元/亩/年","耕地|水浇地","10 年","出租","400 亩","安徽/滁州/全椒县","玉米 小麦 棉花 花生 黄豆 红薯 高粱 油菜 韭菜 黄瓜","","80.44","经济作物种植、粮油种植、休闲农业","良","良","一般","一般","一般"
"滁州  全椒县 300亩 水浇地 出租","土地编码：54474 更新时间：2018-10-21 20:53:21 1437 次查看","310","元/亩/年","耕地|水浇地","10 年","出租","300 亩","安徽/滁州/全椒县","玉米 小麦 棉花 花生 红薯 番茄 高粱 油菜 辣椒 马铃薯","","82.69","经济作物种植、粮油种植、休闲农业","良","良","一般","一般","优"
"滁州  全椒县 320亩 水浇地 转让","土地编码：54981 更新时间：2018-10-21 20:53:21 1209 次查看","480","万元","耕地|水浇地","10 年","转让","320 亩","安徽/滁州/全椒县","葵花 秋葵 玉米 大蒜 棉花 花生 姜 黄豆 红薯 甘蓝","有20亩左右的梯田 \xa0有灌溉水渠 \xa0靠近国道","84.34","经济作物种植、粮油种植、休闲农业","良","良","一般","一般","优"
"滁州全椒县500亩水田出租 水电路三通，水渠到地头，高标准整治农田。非常适合养殖龙虾，芡实等经济作物。","土地编码：83528 更新时间：2018-10-21 20:53:21 327 次查看","700","元/亩/年","耕地|水田","8 年","出租","500 亩","安徽/滁州/全椒县","水稻 莲藕 茭白 稻田养虾","滁州全椒县500亩水田出租 水电路三通，水渠到地头，高标准整治农田。非常适合养殖龙虾，芡实等经济作物。","84.96","经济作物种植、水稻种植、休闲农业","良","良","一般","良","良"
"滁州  来安县 1200亩 水产养殖用地 出租","土地编码：76489 更新时间：2018-10-21 20:53:20 330 次查看","780","元/亩/年","养殖用地|水产养殖用地","6 年","出租","1200 亩","安徽/滁州/来安县","鱼 龙虾 对虾 河蟹","滁州来安县1200亩藕塘转包 紧靠水泥路 接手就可以搞水产养殖 水电路三通 水源十分充足","89.56","水产养殖、牲畜饲养、休闲农业","良","良","一般","优","优"
"滁州  定远县 200亩 果园 转让","土地编码：86433 更新时间：2018-10-21 20:53:20 329 次查看","100","万元","园地|果园","15 年","转让","200 亩","安徽/滁州/定远县","桃子 葡萄 火龙果 梨 草莓 无花果 柑橘 枇杷 龙眼 脐橙","滁州定远县200亩有林地转让，政府退耕还林的，可以搞苗圃，林下养殖。水电路三通。还有50亩水面，养鸡鸭鹅都可以。水力条件好，还可以种植果树。其他信息电话询问","82.36","经济作物种植、林木种植、休闲农业","良","良","一般","一般","优"
"滁州南谯区200亩整治好的水产养殖用地出租，地块已经挖好，养龙虾，蟹，鸡鸭鹅鱼。接手可以直接养","土地编码：88912 更新时间：2018-10-21 20:53:20 456 次查看","700","元/亩/年","养殖用地|综合养殖用地","10 年","出租","200 亩","安徽/滁州/南谯区","鱼 龙虾 鸭 鹅 山羊 对虾 河蟹 黄牛 林蛙 牛蛙","滁州南谯区200亩整治好的水产养殖用地出租，地块已经挖好，养龙虾，蟹，鸡鸭鹅鱼。接手可以直接养 住房等设备齐全。","84.81","牲畜饲养、休闲农业、生态农场","一般","良","良","一般","优"
"滁州南谯区260亩水产养殖用地转让 田租已经交到2025年 包含六十多亩风景树价值90万","土地编码：88913 更新时间：2018-10-21 20:53:20 342 次查看","150","万元","养殖用地|水产养殖用地","20 年","转让","260 亩","安徽/滁州/南谯区","鱼 河蟹 牛蛙 对虾 龙虾","田租交到2025年，将近200亩地水面 加六十几亩的风景树价值90万  还有住房八间 还有一些水产养殖的设配 总面积260亩","85.36","水产养殖、牲畜饲养、休闲农业","一般","良","良","一般","优"
"全椒县1300亩水产养殖用地出租，水电路三通。","土地编码：97578 更新时间：2018-10-21 20:53:20 230 次查看","750","元/亩/年","养殖用地|水产养殖用地","7 年","出租","1300 亩","安徽/滁州/全椒县","鱼 河蟹 牛蛙 龙虾 对虾","全椒县1300亩养殖用地，现种植水稻，给围塘水源充足方便，交通好。三相四线电到田头，水渠到田头。关键可以围塘养鱼，虾，蟹等等。如此稀有土地地主只要750。其他问题电话咨询","89.61","水产养殖、牲畜饲养、休闲农业","良","良","一般","优","良"
"全椒襄河边120亩养殖水面转让，水电路网全通。接手就能养，","土地编码：104327 更新时间：2018-10-21 20:53:20 71 次查看","90","万元","养殖用地|水产养殖用地","12 年","转让","120 亩","安徽/滁州/全椒县","鱼 龙虾 对虾 河蟹 牛蛙","全椒襄河边120亩养殖水面转让，水电路网全通。接手就能养，工具齐全，排灌方便。可用于养殖龙虾，毛蟹，对虾，甲鱼，鱼，青虾等水产养殖。交通非常方便。其他详情电话咨询","83.71","水产养殖、牲畜饲养、休闲农业","良","良","良","一般","优"
"宜昌当阳市 62亩 旱地 转让","土地编码：107507 更新时间：2018-10-21 20:48:14 3 次查看","60","万元","耕地|旱地","28 年","转让","62 亩","湖北/宜昌/当阳市","","本人有旱地三十亩氺地三十亩（土地平整）平房一栋（四和园）房前晒场三百平，六十万不二价，可实地看房，电话15997549410.陈","78.29","经济作物种植、粮油种植、休闲农业","良","优","一般","一般","一般"
"运城稷山县120亩水浇地出租","土地编码：107506 更新时间：2018-10-21 20:47:15 2 次查看","500","元/亩/年","耕地|水浇地","3 年","出租","120 亩","山西/运城/稷山县","玉米 小麦","120亩水浇地出租","82.56","经济作物种植、粮油种植、休闲农业","良","良","一般","一般","优"
